製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
3753,0.1219,1.703,-0.0835,-0.7262,,0.1219
3754,0.0404,1.7672,-0.1092,-0.7133,,0.0404
3755,-0.042,1.8444,-0.135,-0.7133,,0.042
3756,-0.0683,1.9215,-0.1607,-0.6748,,0.0683
3757,-0.02,1.9857,-0.1864,-0.6491,,0.02
3758,-0.002,2.0757,-0.2121,-0.6362,,0.002
3759,-0.0241,2.1143,-0.2378,-0.6105,,0.0241
3760,0.0274,2.1528,-0.2378,-0.6105,,0.0274
3761,0.0958,2.1657,-0.2635,-0.5848,,0.0958
3762,0.1132,2.1785,-0.2763,-0.5719,,0.1132
3763,0.1081,2.1914,-0.2892,-0.5334,,0.1081
3764,0.1001,2.1914,-0.2892,-0.5334,,0.1001
3765,0.0864,2.1785,-0.302,-0.5077,,0.0864
3766,-0.0057,2.1528,-0.302,-0.482,,0.0057
3767,-0.0819,2.1271,-0.3277,-0.4691,,0.0819
3768,-0.1525,2.1271,-0.3149,-0.4434,,0.1525
3769,-0.072,2.1143,-0.3406,-0.4177,,0.072
3770,-0.0744,2.1271,-0.3663,-0.392,,0.0744
3771,-0.081,2.14,-0.392,-0.392,,0.081
3772,-0.1456,2.1528,-0.4177,-0.392,,0.1456
3773,-0.1403,2.1785,-0.4434,-0.4049,,0.1403
3774,-0.081,2.1785,-0.4563,-0.392,,0.081
3775,-0.0009,2.1657,-0.4434,-0.3663,,0.0009
3776,0.01,2.1271,-0.4563,-0.3663,,0.01
3777,-0.0453,2.0886,-0.4563,-0.3792,,0.0453
3778,-0.1137,2.05,-0.4434,-0.3663,,0.1137
3779,-0.0812,1.9857,-0.4306,-0.3792,,0.0812
3780,-0.1118,1.96,-0.4306,-0.3792,,0.1118
3781,-0.2132,1.9086,-0.4177,-0.392,,0.2132
3782,-0.3221,1.8701,-0.4177,-0.4049,,0.3221
3783,-0.1778,1.8572,-0.4049,-0.392,,0.1778
3784,-0.0181,1.8186,-0.392,-0.3534,,0.0181
3785,0.0544,1.8186,-0.3792,-0.3534,,0.0544
3786,0.1009,1.7929,-0.392,-0.392,,0.1009
3787,0.1408,1.7801,-0.392,-0.4049,,0.1408
3788,0.0843,1.7672,-0.4049,-0.3663,,0.0843
3789,-0.0346,1.7287,-0.392,-0.3663,,0.0346
3790,-0.0766,1.6644,-0.4049,-0.3406,,0.0766
3791,-0.1729,1.6002,-0.392,-0.3663,,0.1729
3792,-0.1396,1.5744,-0.3792,-0.3149,,0.1396
3793,-0.0019,1.5102,-0.4049,-0.3149,,0.0019
3794,0.0127,1.4588,-0.392,-0.3406,,0.0127
3795,0.0103,1.4331,-0.4177,-0.3149,,0.0103
3796,-0.0321,1.3945,-0.4177,-0.3277,,0.0321
3797,0.0122,1.3431,-0.4177,-0.3534,,0.0122
3798,0.0467,1.3174,-0.4306,-0.3534,,0.0467
3799,0.0266,1.3045,-0.4177,-0.392,,0.0266
3800,0.1111,1.266,-0.4177,-0.4177,,0.1111
3801,0.1621,1.2403,-0.392,-0.4563,,0.1621
3802,0.2005,1.2274,-0.4049,-0.5077,,0.2005
3803,0.1132,1.2274,-0.392,-0.5334,,0.1132
3804,0.0142,1.1889,-0.3534,-0.5719,,0.0142
3805,-0.0119,1.1246,-0.3277,-0.6362,,0.0119
3806,0.0034,1.086,-0.302,-0.6491,,0.0034
3807,0.0301,1.0603,-0.2892,-0.6748,,0.0301
3808,0.0477,1.0603,-0.2763,-0.7519,,0.0477
3809,0.0207,1.0346,-0.2249,-0.8161,,0.0207
3810,-0.0305,1.0346,-0.2121,-0.8804,,0.0305
3811,-0.1173,1.0218,-0.1607,-0.9061,,0.1173
3812,-0.0975,1.0218,-0.1478,-0.9704,,0.0975
3813,-0.1383,1.0218,-0.1092,-1.0218,,0.1383
3814,-0.0698,1.0089,-0.0964,-1.0475,,0.0698
3815,-0.0193,0.9961,-0.0321,-1.0989,,0.0193
3816,0.044,0.9704,-0.0064,-1.1503,,0.044
3817,0.1034,0.9704,0.0064,-1.2403,,0.1034
3818,0.1371,0.9318,0.0064,-1.2788,,0.1371
3819,-0.0035,0.8933,0.0193,-1.3688,,0.0035
3820,-0.117,0.829,0.045,-1.4074,,0.117
3821,-0.2027,0.7776,0.045,-1.4459,,0.2027
3822,-0.0693,0.7005,0.0578,-1.5102,,0.0693
3823,0.0175,0.6362,0.0835,-1.6002,,0.0175
3824,-0.0823,0.5848,0.0964,-1.6773,,0.0823
3825,-0.0706,0.5077,0.0964,-1.7544,,0.0706
3826,-0.0937,0.4306,0.1221,-1.8701,,0.0937
3827,-0.0127,0.3534,0.1478,-1.9343,,0.0127
3828,0.068,0.2635,0.1735,-2.0371,,0.068
3829,0.166,0.2121,0.1992,-2.1014,,0.166
3830,0.1709,0.135,0.2506,-2.2042,,0.1709
3831,0.05,0.0707,0.2763,-2.2556,,0.05
3832,-0.1573,-0.0193,0.3149,-2.3199,,0.1573
3833,-0.1464,-0.0835,0.3663,-2.3713,,0.1464
3834,-0.1709,-0.1607,0.4049,-2.4099,,0.1709
3835,-0.2818,-0.2763,0.4306,-2.4484,,0.2818
3836,-0.2476,-0.392,0.482,-2.4227,,0.2476
3837,-0.0442,-0.4948,0.5334,-2.4356,,0.0442
3838,0.059,-0.6234,0.5591,-2.4356,,0.059
3839,0.2411,-0.7647,0.5848,-2.4227,,0.2411
3840,0.5254,-0.8804,0.5976,-2.4099,,0.5254
3841,0.0234,-1.0218,0.6234,-2.3713,,0.0234
3842,0.0887,-1.1632,0.6234,-2.3199,,0.0887
3843,0.1265,-1.2788,0.6619,-2.2942,,0.1265
3844,0.0935,-1.4716,0.6748,-2.2428,,0.0935
3845,0.0778,-1.6516,0.6876,-2.1785,,0.0778
3846,0.0035,-1.8315,0.7133,-2.1528,,0.0035
3847,-0.2181,-1.9986,0.7133,-2.1014,,0.2181
3848,-0.1587,-2.1657,0.7262,-2.05,,0.1587
3849,-0.2181,-2.3328,0.7262,-1.9857,,0.2181
3850,-0.2587,-2.5127,0.7262,-1.9472,,0.2587
3851,-0.2961,-2.6926,0.739,-1.8572,,0.2961
3852,-0.2978,-2.834,0.739,-1.8315,,0.2978
3853,-0.1935,-2.9882,0.7519,-1.7672,,0.1935
3854,-0.2361,-3.1553,0.739,-1.7158,,0.2361
3855,-0.3473,-3.2967,0.7262,-1.6387,,0.3473
3856,-0.4024,-3.4381,0.7005,-1.5744,,0.4024
3857,-0.3867,-3.5795,0.6619,-1.4845,,0.3867
3858,-0.3658,-3.708,0.5976,-1.3945,,0.3658
3859,-0.2299,-3.8237,0.5462,-1.2917,,0.2299
3860,-0.0056,-3.9008,0.4948,-1.1889,,0.0056
3861,0.2368,-3.9779,0.4306,-1.086,,0.2368
3862,0.4798,-4.0036,0.3663,-0.9961,,0.4798
3863,0.6462,-4.0165,0.302,-0.8676,,0.6462
3864,0.7821,-3.965,0.2378,-0.7647,,0.7821
3865,0.7119,-3.9136,0.1992,-0.6748,,0.7119
3866,0.5747,-3.8237,0.1735,-0.6105,,0.5747
3867,0.304,-3.7337,0.1735,-0.5334,,0.304
3868,0.136,-3.6309,0.1864,-0.4691,,0.136
3869,-0.0159,-3.4895,0.2121,-0.4434,,0.0159
3870,-0.1283,-3.3353,0.2506,-0.4691,,0.1283
3871,-0.1794,-3.181,0.302,-0.482,,0.1794
3872,-0.2211,-3.0011,0.3406,-0.5334,,0.2211
3873,-0.2972,-2.8212,0.4049,-0.5848,,0.2972
3874,-0.4006,-2.6284,0.4563,-0.6619,,0.4006
3875,-0.4477,-2.4484,0.5077,-0.7262,,0.4477
3876,-0.4884,-2.2813,0.5462,-0.7776,,0.4884
3877,-0.452,-2.1014,0.6105,-0.8547,,0.452
3878,-0.3984,-1.9343,0.6491,-0.9061,,0.3984
3879,-0.2909,-1.7801,0.6876,-0.9318,,0.2909
3880,-0.1397,-1.613,0.7262,-0.9447,,0.1397
3881,0.102,-1.4459,0.739,-0.9575,,0.102
3882,0.3228,-1.2917,0.7776,-0.9318,,0.3228
3883,0.4236,-1.1118,0.7904,-0.9318,,0.4236
3884,0.4436,-0.919,0.8033,-0.9061,,0.4436
3885,0.4945,-0.7519,0.8033,-0.8933,,0.4945
3886,0.2872,-0.5591,0.8161,-0.8547,,0.2872
3887,0.1971,-0.3663,0.8161,-0.8676,,0.1971
3888,0.0562,-0.135,0.7904,-0.8676,,0.0562
3889,0.0988,0.0707,0.7904,-0.8933,,0.0988
3890,0.2532,0.2635,0.8418,-0.9704,,0.2532
3891,0.3202,0.5077,0.8933,-1.0603,,0.3202
3892,0.3106,0.7262,0.8933,-1.1632,,0.3106
3893,0.0768,0.9704,0.9318,-1.2146,,0.0768
3894,0.0395,1.1889,0.8933,-1.266,,0.0395
3895,-0.0047,1.4202,0.919,-1.3431,,0.0047
3896,-0.0097,1.613,0.9318,-1.3688,,0.0097
3897,-0.0349,1.8315,0.919,-1.356,,0.0349
3898,-0.0268,2.0243,0.8933,-1.3431,,0.0268
3899,-0.0316,2.2042,0.8804,-1.3045,,0.0316
3900,-0.0335,2.3585,0.8804,-1.2917,,0.0335
3901,-0.1169,2.5255,0.8676,-1.176,,0.1169
3902,-0.2619,2.6412,0.8418,-1.1375,,0.2619
3903,-0.235,2.7826,0.8033,-1.0732,,0.235
3904,-0.2475,2.8983,0.7647,-1.0089,,0.2475
3905,-0.1192,2.9882,0.7133,-0.9961,,0.1192
3906,-0.0788,3.0782,0.6619,-0.9961,,0.0788
3907,0.1137,3.1553,0.6105,-1.1118,,0.1137
3908,0.2365,3.2967,0.5334,-1.2788,,0.2365
3909,0.5159,3.4766,0.4306,-1.5744,,0.5159
3910,0.4209,3.6951,0.3149,-2.0114,,0.4209
3911,0.1576,3.9522,0.2121,-2.5384,,0.1576
3912,-0.0426,4.1964,0.135,-3.0782,,0.0426
3913,-0.2171,4.402,0.0964,-3.5538,,0.2171
3914,-0.1566,4.5563,0.0964,-3.8622,,0.1566
3915,0.0039,4.6591,0.0835,-4.1321,,0.0039
3916,0.0847,4.7105,0.0578,-4.2735,,0.0847
3917,0.2328,4.7362,0.0193,-4.3506,,0.2328
3918,0.0751,4.7491,-0.0321,-4.3506,,0.0751
3919,-0.2457,4.7233,-0.045,-4.2735,,0.2457
3920,-0.1618,4.6591,-0.0835,-4.2092,,0.1618
3921,-0.0274,4.582,-0.0835,-4.0422,,0.0274
3922,-0.1088,4.4663,-0.1221,-3.8494,,0.1088
3923,-0.2947,4.3378,-0.1221,-3.6437,,0.2947
3924,-0.4573,4.2092,-0.1221,-3.4124,,0.4573
3925,-0.4777,4.0807,-0.1221,-3.2067,,0.4777
3926,-0.486,3.9522,-0.1221,-2.9754,,0.486
3927,-0.0144,3.8108,-0.135,-2.8212,,0.0144
3928,0.3137,3.6694,-0.1221,-2.6284,,0.3137
3929,0.2147,3.5152,-0.0964,-2.5127,,0.2147
3930,0.1406,3.3738,-0.0964,-2.4099,,0.1406
3931,0.2491,3.2324,-0.0578,-2.2685,,0.2491
3932,0.5077,3.0782,-0.0578,-2.1914,,0.5077
3933,0.6099,2.9754,-0.045,-2.0886,,0.6099
3934,0.402,2.8469,-0.0193,-1.9857,,0.402
3935,-0.0872,2.7183,0.0064,-1.8829,,0.0872
3936,-0.3508,2.6027,0.0064,-1.7672,,0.3508
3937,-0.3798,2.487,0.045,-1.6644,,0.3798
3938,-0.4963,2.3842,0.0835,-1.5359,,0.4963
3939,-0.6033,2.2813,0.0964,-1.4459,,0.6033
3940,-0.64,2.2171,0.135,-1.3431,,0.64
3941,-0.1961,2.1271,0.1607,-1.2531,,0.1961
3942,0.5081,2.0371,0.1478,-1.1889,,0.5081
3943,0.6435,2.0114,0.1735,-1.0989,,0.6435
3944,1.0987,1.9343,0.1864,-0.9961,,1.0987
3945,1.179,1.8701,0.1864,-0.9061,,1.179
3946,0.6049,1.8315,0.2121,-0.8547,,0.6049
3947,0.3254,1.7929,0.1992,-0.7904,,0.3254
3948,0.0765,1.7415,0.2378,-0.7262,,0.0765
3949,-0.2678,1.7415,0.2378,-0.6876,,0.2678
3950,-0.3621,1.7287,0.2378,-0.6362,,0.3621
3951,-0.4595,1.7158,0.2249,-0.5976,,0.4595
3952,-0.4151,1.6773,0.2378,-0.5719,,0.4151
3953,-0.4335,1.6387,0.2506,-0.5591,,0.4335
3954,-0.4719,1.613,0.2506,-0.5591,,0.4719
3955,-0.4449,1.613,0.2635,-0.5334,,0.4449
3956,-0.1182,1.6002,0.2763,-0.5077,,0.1182
3957,0.0292,1.5744,0.2763,-0.5077,,0.0292
3958,0.2272,1.5873,0.2763,-0.4948,,0.2272
3959,0.4643,1.523,0.2763,-0.4563,,0.4643
3960,0.4865,1.4716,0.2892,-0.4563,,0.4865
3961,0.4327,1.4331,0.302,-0.4434,,0.4327
3962,0.2365,1.3688,0.302,-0.4049,,0.2365
3963,0.2462,1.3045,0.2892,-0.4434,,0.2462
3964,0.3536,1.3174,0.2506,-0.4049,,0.3536
3965,0.3571,1.3431,0.1992,-0.3663,,0.3571
3966,0.2998,1.3817,0.1607,-0.3406,,0.2998
3967,0.1731,1.356,0.1478,-0.2892,,0.1731
3968,0.0045,1.3688,0.1478,-0.2635,,0.0045
3969,-0.0687,1.356,0.1092,-0.1992,,0.0687
3970,-0.1599,1.3174,0.1092,-0.1735,,0.1599
3971,-0.1792,1.2531,0.0964,-0.0707,,0.1792
3972,-0.1221,1.2403,0.0707,-0.0064,,0.1221
3973,-0.1811,1.2146,0.0321,0.0707,,0.1811
3974,-0.1522,1.1632,0.0193,0.1221,,0.1522
3975,-0.064,1.1118,0.0193,0.135,,0.064
3976,-0.0407,1.0989,-0.0064,0.1992,,0.0407
3977,0.1101,1.0475,-0.045,0.2763,,0.1101
3978,0.1202,0.9961,-0.0835,0.3277,,0.1202
3979,0.0677,0.9447,-0.135,0.392,,0.0677
3980,0.0151,0.8804,-0.1478,0.4434,,0.0151
3981,0.0365,0.829,-0.1864,0.4563,,0.0365
3982,-0.0634,0.7776,-0.2121,0.4948,,0.0634
3983,0.0653,0.7133,-0.2506,0.5334,,0.0653
3984,0.3973,0.6619,-0.2892,0.5719,,0.3973
3985,0.2525,0.6105,-0.302,0.5976,,0.2525
3986,0.079,0.5591,-0.3406,0.6362,,0.079
3987,-0.1422,0.5077,-0.3792,0.6748,,0.1422
3988,-0.1606,0.4948,-0.392,0.6748,,0.1606
3989,-0.1246,0.4177,-0.4049,0.7262,,0.1246
3990,-0.0585,0.3663,-0.4049,0.7262,,0.0585
3991,-0.1179,0.3277,-0.4049,0.7262,,0.1179
3992,-0.1584,0.2249,-0.3534,0.7904,,0.1584
3993,-0.0754,0.1864,-0.3663,0.829,,0.0754
3994,-0.0151,0.1221,-0.3534,0.8033,,0.0151
3995,0.0338,0.0707,-0.3149,0.7647,,0.0338
3996,0.0424,0.0064,-0.2763,0.7519,,0.0424
3997,0.0906,-0.0321,-0.2506,0.7262,,0.0906
3998,0.1064,-0.1092,-0.2249,0.7262,,0.1064
3999,0.1088,-0.1607,-0.1864,0.7133,,0.1088
4000,0.0471,-0.1864,-0.135,0.6876,,0.0471
4001,-0.0493,-0.2378,-0.0964,0.6619,,0.0493
4002,-0.1177,-0.2506,-0.0321,0.5976,,0.1177
4003,-0.0772,-0.2378,0.0193,0.5334,,0.0772
4004,-0.0169,-0.2892,0.0578,0.4563,,0.0169
4005,-0.0594,-0.2892,0.1092,0.3792,,0.0594
4006,-0.016,-0.302,0.1478,0.3277,,0.016
4007,0.0398,-0.302,0.1864,0.2121,,0.0398
4008,0.0291,-0.302,0.2249,0.135,,0.0291
4009,-0.0471,-0.302,0.2635,0.0193,,0.0471
4010,0.0217,-0.2763,0.2635,-0.0964,,0.0217
4011,0.0606,-0.2378,0.2763,-0.1478,,0.0606
4012,0.0744,-0.2121,0.2763,-0.2635,,0.0744
4013,0.1464,-0.1478,0.2506,-0.3792,,0.1464
4014,0.1179,-0.1092,0.2378,-0.4563,,0.1179
4015,0.0264,-0.045,0.2249,-0.5591,,0.0264
4016,-0.1656,0.0321,0.1992,-0.6362,,0.1656
4017,-0.3653,0.1221,0.1478,-0.7262,,0.3653
4018,-0.4902,0.2378,0.0835,-0.8161,,0.4902
4019,-0.6122,0.302,0.0193,-0.8804,,0.6122
4020,-0.5865,0.4049,-0.0321,-1.0218,,0.5865
4021,-0.3108,0.5205,-0.1092,-1.0989,,0.3108
4022,0.0266,0.6491,-0.1607,-1.2017,,0.0266
4023,0.3243,0.7776,-0.2378,-1.2917,,0.3243
4024,-0.023,0.9061,-0.302,-1.4074,,0.023
4025,-0.0138,1.0346,-0.3792,-1.5102,,0.0138
4026,-0.0746,1.1632,-0.4691,-1.5873,,0.0746
4027,-0.1027,1.3174,-0.5462,-1.703,,0.1027
4028,0.0491,1.4845,-0.6362,-1.7672,,0.0491
4029,0.1456,1.6387,-0.7133,-1.8829,,0.1456
4030,0.3454,1.7801,-0.7647,-1.9472,,0.3454
4031,0.3215,1.9472,-0.829,-2.0114,,0.3215
4032,0.3415,2.1271,-0.8676,-2.1143,,0.3415
4033,0.3221,2.2942,-0.9061,-2.2299,,0.3221
4034,0.4044,2.4741,-0.9447,-2.3842,,0.4044
4035,0.5521,2.6412,-0.9704,-2.4741,,0.5521
4036,0.3793,2.834,-0.9832,-2.6027,,0.3793
4037,-0.0124,3.0011,-0.9575,-2.6926,,0.0124
4038,-0.0111,3.1425,-0.919,-2.7312,,0.0111
4039,0.0774,3.271,-0.8804,-2.7569,,0.0774
4040,0.0001,3.3738,-0.829,-2.7826,,0.0001
4041,0.0439,3.4638,-0.7647,-2.6798,,0.0439
4042,0.2682,3.5023,-0.7133,-2.6027,,0.2682
4043,0.3026,3.5538,-0.6619,-2.4227,,0.3026
4044,0.2504,3.5409,-0.6234,-2.2299,,0.2504
4045,0.2709,3.5152,-0.5719,-1.9857,,0.2709
4046,-0.2243,3.4766,-0.5462,-1.7672,,0.2243
4047,-0.4968,3.4124,-0.5205,-1.5616,,0.4968
4048,-1.1522,3.3481,-0.4691,-1.3688,,1.1522
4049,-2.4001,3.2839,-0.4177,-1.2274,,2.4001
4050,-2.4001,3.2067,-0.3663,-1.1632,,2.4001
4051,-2.2183,3.0911,-0.2892,-1.0732,,2.2183
4052,-0.5146,3.0139,-0.1992,-1.0475,,0.5146
4053,1.2445,2.8854,-0.0964,-0.9704,,1.2445
4054,2.2573,2.7569,0.045,-0.919,,2.2573
4055,2.0702,2.6027,0.1864,-0.8676,,2.0702
4056,1.5515,2.3585,0.3406,-0.7262,,1.5515
4057,0.8286,2.1785,0.4948,-0.6619,,0.8286
4058,0.3758,1.9343,0.6619,-0.5205,,0.3758
4059,0.6227,1.6901,0.8161,-0.4306,,0.6227
4060,1.1678,1.356,0.9961,-0.3792,,1.1678
4061,1.1056,1.0218,1.1632,-0.302,,1.1056
4062,-0.6172,0.6234,1.3174,-0.2763,,0.6172
4063,-1.8027,0.135,1.4716,-0.3149,,1.8027
4064,-2.4001,-0.4563,1.6259,-0.392,,2.4001
4065,-2.4001,-1.0218,1.6901,-0.5719,,2.4001
4066,-1.232,-1.5616,1.7544,-0.739,,1.232
4067,0.7762,-1.9472,1.7801,-0.9704,,0.7762
4068,2.4,-2.487,1.8058,-1.1889,,2.4
4069,2.4,-2.9754,1.8186,-1.4202,,2.4
4070,2.4,-3.3096,1.7929,-1.6516,,2.4
4071,1.6589,-3.5666,1.703,-1.7929,,1.6589
4072,-0.7785,-3.8365,1.5873,-1.8701,,0.7785
4073,-2.4001,-4.0807,1.4716,-1.9343,,2.4001
4074,-2.4001,-4.3506,1.3431,-1.96,,2.4001
4075,-2.4001,-4.6334,1.2274,-1.9343,,2.4001
4076,-1.5496,-4.8647,1.0989,-1.8701,,1.5496
4077,0.1717,-5.1218,0.9575,-1.7801,,0.1717
4078,1.4632,-5.3146,0.8418,-1.6644,,1.4632
4079,1.6287,-5.4688,0.739,-1.5359,,1.6287
4080,1.3625,-5.5588,0.6362,-1.3945,,1.3625
4081,1.437,-5.5716,0.5591,-1.2274,,1.437
4082,1.2861,-5.5459,0.4948,-1.0989,,1.2861
4083,1.274,-5.4174,0.4563,-0.9318,,1.274
4084,1.072,-5.2375,0.4563,-0.8033,,1.072
4085,0.7829,-5.019,0.4563,-0.739,,0.7829
4086,0.2449,-4.7619,0.4948,-0.739,,0.2449
4087,0.3491,-4.4663,0.5205,-0.8161,,0.3491
4088,0.2808,-4.1321,0.5591,-0.9318,,0.2808
4089,0.2033,-3.7723,0.5976,-1.0732,,0.2033
4090,0.2983,-3.4124,0.6491,-1.2146,,0.2983
4091,0.183,-3.0525,0.6876,-1.3817,,0.183
4092,-0.3939,-2.6926,0.7005,-1.4973,,0.3939
4093,-0.5853,-2.3585,0.739,-1.5616,,0.5853
4094,-0.2375,-2.0114,0.7519,-1.613,,0.2375
4095,0.0013,-1.6901,0.7647,-1.6387,,0.0013
4096,0.154,-1.3817,0.7776,-1.613,,0.154
4097,0.6269,-1.0346,0.739,-1.5744,,0.6269
4098,0.7792,-0.7262,0.7262,-1.5744,,0.7792
4099,0.3825,-0.392,0.7133,-1.5616,,0.3825
4100,-0.6366,-0.0321,0.7005,-1.5359,,0.6366
4101,-2.1101,0.3663,0.6748,-1.6259,,2.1101
4102,-2.3097,0.7133,0.6491,-1.6516,,2.3097
4103,-2.2956,1.1889,0.5976,-1.7672,,2.2956
4104,-1.6682,1.5487,0.5719,-1.9215,,1.6682
4105,0.092,1.8444,0.5334,-2.05,,0.092
4106,1.3156,1.9986,0.5334,-2.1785,,1.3156
4107,1.6386,2.0757,0.482,-2.2813,,1.6386
4108,0.0577,2.05,0.4306,-2.3199,,0.0577
4109,-2.189,1.9343,0.3663,-2.3199,,2.189
4110,-2.4001,1.9729,0.2635,-2.307,,2.4001
4111,-2.3604,1.9729,0.1864,-2.2813,,2.3604
4112,0.6459,2.0243,0.135,-2.2685,,0.6459
4113,2.4,1.9729,0.1221,-2.2942,,2.4
4114,2.4,1.9472,0.1478,-2.2556,,2.4
4115,2.4,1.9086,0.1864,-2.2556,,2.4
4116,1.9962,1.8444,0.2249,-2.2042,,1.9962
4117,0.8038,1.8186,0.2763,-2.2171,,0.8038
4118,0.1712,1.7929,0.3149,-2.1271,,0.1712
4119,-0.4291,1.7801,0.3534,-2.1271,,0.4291
4120,-0.7121,1.7929,0.3792,-2.0757,,0.7121
4121,-2.3339,1.7929,0.392,-2.05,,2.3339
4122,-2.4001,1.7801,0.4177,-2.0114,,2.4001
4123,-2.4001,1.7929,0.4434,-1.9986,,2.4001
4124,-2.4001,1.7801,0.4434,-1.9729,,2.4001
4125,0.9139,1.7801,0.4434,-1.96,,0.9139
4126,2.4,1.7929,0.4306,-1.9857,,2.4
4127,2.4,1.7929,0.4434,-1.96,,2.4
4128,2.3759,1.8058,0.4177,-1.9986,,2.3759
4129,0.3924,1.7801,0.392,-2.0243,,0.3924
4130,-0.4322,1.7801,0.392,-2.0114,,0.4322
4131,-0.825,1.7544,0.392,-2.0371,,0.825
4132,-0.3352,1.7415,0.3792,-2.05,,0.3352
4133,0.6064,1.703,0.3792,-2.0628,,0.6064
4134,1.4161,1.703,0.3534,-2.0886,,1.4161
4135,1.6799,1.6773,0.3534,-2.0628,,1.6799
4136,1.4127,1.6773,0.3406,-2.0628,,1.4127
4137,0.5103,1.6644,0.3277,-2.0628,,0.5103
4138,-0.1982,1.6387,0.3149,-2.0628,,0.1982
4139,-0.6445,1.613,0.302,-2.0371,,0.6445
4140,-1.3618,1.5744,0.2892,-2.0243,,1.3618
4141,-1.8934,1.5744,0.2892,-1.9857,,1.8934
4142,-1.4358,1.5616,0.2763,-1.9729,,1.4358
4143,-0.602,1.5487,0.2506,-1.9472,,0.602
4144,0.0607,1.5359,0.2378,-1.9729,,0.0607
4145,0.6268,1.5102,0.2249,-1.9343,,0.6268
4146,0.8835,1.4845,0.2121,-1.9086,,0.8835
4147,1.0213,1.4845,0.2249,-1.8829,,1.0213
4148,0.2049,1.4588,0.2249,-1.8572,,0.2049
4149,-0.4766,1.4716,0.1864,-1.8315,,0.4766
4150,-0.4509,1.4588,0.1992,-1.8186,,0.4509
4151,0.0378,1.4331,0.1864,-1.7929,,0.0378
4152,0.4983,1.4331,0.1735,-1.7672,,0.4983
4153,0.6013,1.4331,0.1735,-1.7287,,0.6013
4154,0.4395,1.4202,0.1607,-1.703,,0.4395
4155,0.2731,1.4331,0.1735,-1.6644,,0.2731
4156,0.068,1.4331,0.1607,-1.6259,,0.068
4157,-0.0556,1.4459,0.1735,-1.5744,,0.0556
4158,-0.1269,1.4588,0.1607,-1.5873,,0.1269
4159,-0.0569,1.4588,0.1607,-1.5487,,0.0569
4160,-0.1474,1.4845,0.1478,-1.5102,,0.1474
4161,-0.1038,1.4716,0.1607,-1.5102,,0.1038
4162,-0.0576,1.4588,0.1478,-1.4716,,0.0576
4163,-0.0627,1.4845,0.1478,-1.4459,,0.0627
4164,-0.0243,1.4845,0.135,-1.4459,,0.0243
4165,0.01,1.4845,0.1478,-1.3945,,0.01
4166,-0.0267,1.4845,0.1221,-1.4074,,0.0267
4167,-0.2054,1.4973,0.1221,-1.3817,,0.2054
4168,-0.242,1.5102,0.0964,-1.356,,0.242
4169,-0.2368,1.5102,0.0964,-1.3431,,0.2368
4170,-0.2517,1.5102,0.0707,-1.3302,,0.2517
4171,-0.1438,1.523,0.0835,-1.2788,,0.1438
4172,-0.1048,1.5487,0.045,-1.2531,,0.1048
4173,-0.0133,1.5616,0.045,-1.2788,,0.0133
4174,0.032,1.5744,0.0321,-1.1889,,0.032
4175,0.0353,1.5873,0.0193,-1.176,,0.0353
4176,0.0276,1.613,0.0321,-1.1632,,0.0276
4177,0.0602,1.6516,0.0321,-1.0989,,0.0602
4178,0.0469,1.6773,0.0193,-1.0732,,0.0469
4179,0.0592,1.6901,0.0193,-1.0218,,0.0592
4180,0.023,1.7158,0.0064,-0.9704,,0.023
4181,-0.0521,1.7544,0.0064,-0.9318,,0.0521
4182,-0.1808,1.7929,-0.0064,-0.8804,,0.1808
4183,-0.2064,1.8444,-0.0064,-0.8161,,0.2064
4184,-0.1767,1.9086,-0.0193,-0.8033,,0.1767
4185,-0.0869,1.96,-0.045,-0.7519,,0.0869
4186,-0.0565,2.0114,-0.0321,-0.7262,,0.0565
4187,-0.0296,2.05,-0.0193,-0.7005,,0.0296
4188,-0.0259,2.1143,-0.0193,-0.6748,,0.0259
4189,-0.0697,2.14,-0.045,-0.6491,,0.0697
4190,-0.0486,2.14,-0.0707,-0.6105,,0.0486
4191,-0.0094,2.1914,-0.0835,-0.6105,,0.0094
4192,0.0208,2.1785,-0.0835,-0.5462,,0.0208
4193,0.0771,2.1528,-0.0964,-0.5719,,0.0771
4194,0.1222,2.1271,-0.1092,-0.5462,,0.1222
4195,0.1298,2.1143,-0.1092,-0.5334,,0.1298
4196,0.0727,2.1014,-0.135,-0.5077,,0.0727
4197,0.0275,2.0757,-0.1478,-0.5077,,0.0275
4198,0.0591,2.0628,-0.1735,-0.4691,,0.0591
4199,0.048,2.0628,-0.1992,-0.4434,,0.048
4200,0.0552,2.0886,-0.2378,-0.4306,,0.0552
4201,0.102,2.0886,-0.2506,-0.4434,,0.102
4202,0.1784,2.1014,-0.2635,-0.4177,,0.1784
4203,0.118,2.1657,-0.2892,-0.4177,,0.118
4204,-0.0069,2.1528,-0.3149,-0.4306,,0.0069
4205,-0.3392,2.1657,-0.3149,-0.4177,,0.3392
4206,-0.3275,2.14,-0.3406,-0.4306,,0.3275
4207,-0.2816,2.1271,-0.3277,-0.4563,,0.2816
4208,-0.1694,2.0886,-0.2892,-0.4434,,0.1694
4209,-0.0336,2.0371,-0.302,-0.4434,,0.0336
4210,-0.0053,1.96,-0.2635,-0.4691,,0.0053
